stateabbr,block_fips,hu2010,hu2011,hu2012,hu2013,hu2014,hu2015,hu2016,hu2017,hu2018,hu2019,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,pop2018,pop2019,hh2010,hh2011,hh2012,hh2013,hh2014,hh2015,hh2016,hh2017,hh2018,hh2019
,,133479957,133838726,134234100,134826118,135563053,136353401,137233642,139003903,140077117,141200941,312846492,315110820,317396284,319560291,321860266,324141751,326303803,329431645,330739577,331777456,118203786,118532759,118896605.9,119438355.3,120111104.8,120831724.1,121630609.7,123211950.5,124182593.9,125186786.9
