fips,DATE,YEAR,HHI
01019,jun2015,2015,344.630150237925
01019,dec2016,2016,352.849045887906
01019,jun2016,2016,341.867505910419
01019,dec2017,2017,347.127568796823
01019,jun2017,2017,353.56064694487
01019,dec2018,2018,345.317264989515
01019,jun2018,2018,454.873409634926
01021,dec2014,2014,272.427464930949
01021,dec2015,2015,384.754192060699
01021,jun2015,2015,366.305670570474
01021,dec2016,2016,375.882460870118
01021,jun2016,2016,417.714379352771
01021,dec2017,2017,436.762339644603
01021,jun2017,2017,411.567516691837
01021,dec2018,2018,583.287136899604
01021,jun2018,2018,467.64161786344
01023,dec2014,2014,416.563113608998
01023,dec2015,2015,418.833961599989
01023,jun2015,2015,417.078440694385
01023,dec2016,2016,420.132502992886
01023,jun2016,2016,421.50285317786
01023,dec2017,2017,337.887449450529
01023,jun2017,2017,420.291570479373
01023,dec2018,2018,337.109291333148
01023,jun2018,2018,336.960265278077
01025,dec2014,2014,452.650349292866
01025,dec2015,2015,477.204903311788
01025,jun2015,2015,463.567570754094
01025,dec2016,2016,528.527072868481
01025,jun2016,2016,529.674339366003
01025,dec2017,2017,535.487246735356
01025,jun2017,2017,508.668220758149
01025,dec2018,2018,523.424060870297
01025,jun2018,2018,565.312987968362
01027,dec2014,2014,367.71488025741
01027,dec2015,2015,504.194786254859
01027,jun2015,2015,498.518691914909
01027,dec2016,2016,659.676589686049
01027,jun2016,2016,659.580589414225
01027,dec2017,2017,656.951827277376
01027,jun2017,2017,664.430938731635
01027,dec2018,2018,574.319982613025
01027,jun2018,2018,665.191523348122
01029,dec2014,2014,348.633742022125
01029,dec2015,2015,351.262215008281
01029,jun2015,2015,346.455139787519
01029,dec2016,2016,471.086664573814
01029,jun2016,2016,555.018310073214
01029,dec2017,2017,391.389398201113
01029,jun2017,2017,461.557273264686
01029,dec2018,2018,457.546795847301
01029,jun2018,2018,459.968946140276
01031,dec2014,2014,610.331599115407
01031,dec2015,2015,592.67526310268
01031,jun2015,2015,649.765599341431
01031,dec2016,2016,657.306047843491
01031,jun2016,2016,609.335988172338
01031,dec2017,2017,702.43866448462
01031,jun2017,2017,645.783884266819
01031,dec2018,2018,796.189202168119
01031,jun2018,2018,803.589713599218
01033,dec2014,2014,510.741643565382
01033,dec2015,2015,601.429532046219
01033,jun2015,2015,609.351476020898
01033,dec2016,2016,651.358433300473
01033,jun2016,2016,608.777065893149
01033,dec2017,2017,728.231981474525
01033,jun2017,2017,638.807437858633
01033,dec2018,2018,761.818831333403
01033,jun2018,2018,771.200871371842
01035,dec2014,2014,219.199820897561
01035,dec2015,2015,220.068018345257
01035,jun2015,2015,213.329382307388
01035,dec2016,2016,341.029723603655
01035,jun2016,2016,306.382426688525
01035,dec2017,2017,323.416866765301
01035,jun2017,2017,332.614962398051
01035,dec2018,2018,364.748008628033
01035,jun2018,2018,370.950963947909
01037,dec2014,2014,239.51969392454
01037,dec2015,2015,140.665103402623
01037,jun2015,2015,148.68914462495
01037,dec2016,2016,293.226881798301
01037,jun2016,2016,217.62928271268
01037,dec2017,2017,397.639215312493
01037,jun2017,2017,405.322508375267
01037,dec2018,2018,641.821628186028
01037,jun2018,2018,502.762708567134
01039,dec2014,2014,618.521489792543
01039,dec2015,2015,520.700883748388
01039,jun2015,2015,746.607461360653
01039,dec2016,2016,595.142456372968
01039,jun2016,2016,559.272575290002
01039,dec2017,2017,706.958461634616
01039,jun2017,2017,717.215251729442
01039,dec2018,2018,686.783554698467
01039,jun2018,2018,683.593084879382
01041,dec2014,2014,367.936416482213
01041,dec2015,2015,406.821916192158
01041,jun2015,2015,370.030288141538
01041,dec2016,2016,445.268099338374
01041,jun2016,2016,447.01806161957
01041,dec2017,2017,404.585895494057
01041,jun2017,2017,447.919276540622
01041,dec2018,2018,611.012407753647
01041,jun2018,2018,511.070068500475
01043,dec2014,2014,460.855796646082
01043,dec2015,2015,575.823196599832
01043,jun2015,2015,581.369260800755
01043,dec2016,2016,610.729887753524
01043,jun2016,2016,553.183458786573
01043,dec2017,2017,644.995188154526
01043,jun2017,2017,610.695094445578
01043,dec2018,2018,733.172048935936
01043,jun2018,2018,673.474831542628
01045,dec2014,2014,486.008290249895
01045,dec2015,2015,513.283970867152
01045,jun2015,2015,539.101789100696
01045,dec2016,2016,587.655837314124
01045,jun2016,2016,469.723974831444
01045,dec2017,2017,598.939495108012
01045,jun2017,2017,674.163642716248
01045,dec2018,2018,724.818427062678
01045,jun2018,2018,661.099246968268
01047,dec2014,2014,413.882061287513
01047,dec2015,2015,408.870385915913
01047,jun2015,2015,407.330340322891
01047,dec2016,2016,390.564115298494
01047,jun2016,2016,399.581172786564
01047,dec2017,2017,391.924303324579
01047,jun2017,2017,495.24480294636
01047,dec2018,2018,438.246041063859
01047,jun2018,2018,520.856998433303
01049,dec2014,2014,502.55756120635
01049,dec2015,2015,495.017699009765
01049,jun2015,2015,491.820281360614
01049,dec2016,2016,468.275090967789
01049,jun2016,2016,507.29121904587
01049,dec2017,2017,512.792049184126
01049,jun2017,2017,488.92071065653
01049,dec2018,2018,535.651304009578
01049,jun2018,2018,516.944039641093
01051,dec2014,2014,884.70874052327
01051,dec2015,2015,901.996562283164
01051,jun2015,2015,894.766651576044
01051,dec2016,2016,895.780276855094
01051,jun2016,2016,973.916346665156
01051,dec2017,2017,839.598886916695
01051,jun2017,2017,893.832351281324
01051,dec2018,2018,941.043708770192
01051,jun2018,2018,933.080577255833
01053,dec2014,2014,359.564806582515
01053,dec2015,2015,448.594711899052
01053,jun2015,2015,496.374068001119
01053,dec2016,2016,450.274487984386
01053,jun2016,2016,453.095829701186
01053,dec2017,2017,463.453681825773
01053,jun2017,2017,437.559652143263
01053,dec2018,2018,495.443143316803
01053,jun2018,2018,459.843612255375
01055,dec2014,2014,534.502673341514
01055,dec2015,2015,582.2442213763
01055,jun2015,2015,596.654903370413
01055,dec2016,2016,598.072911117086
01055,jun2016,2016,611.840242067021
01055,dec2017,2017,682.232510545916
01055,jun2017,2017,662.751003635105
01055,dec2018,2018,795.262054385112
01055,jun2018,2018,742.462140051088
01057,dec2014,2014,446.605007721241
01057,dec2015,2015,363.599067410177
01057,jun2015,2015,369.535674596937
01057,dec2016,2016,363.934006374829
01057,jun2016,2016,363.193803405382
01057,dec2017,2017,418.768559342586
01057,jun2017,2017,365.136070322292
01057,dec2018,2018,285.275115555187
01057,jun2018,2018,342.730199262255
01059,dec2014,2014,312.289320538662
01059,dec2015,2015,304.739358006327
01059,jun2015,2015,300.584638706668
01059,dec2016,2016,356.834932053242
01059,jun2016,2016,360.785930941218
01059,dec2017,2017,410.353956648306
01059,jun2017,2017,354.406418470586
01059,dec2018,2018,459.997287712941
01059,jun2018,2018,445.881921223114
01061,dec2014,2014,440.199655193347
01061,dec2015,2015,433.114805016954
01061,jun2015,2015,435.56037666626
01061,dec2016,2016,438.554675703168
01061,jun2016,2016,441.056223294528
01061,dec2017,2017,483.353035498131
01061,jun2017,2017,517.970944141349
01061,dec2018,2018,527.821266039049
01061,jun2018,2018,523.20048563837
01063,dec2014,2014,194.981699617085
01063,dec2015,2015,183.891665742386
01063,jun2015,2015,184.423892659492
01063,dec2016,2016,308.685201928631
01063,jun2016,2016,181.786521795937
01063,dec2017,2017,299.989877334083
01063,jun2017,2017,295.908807594969
01063,dec2018,2018,405.295486027789
01063,jun2018,2018,368.876356643397
01065,dec2014,2014,190.537873881935
01065,dec2015,2015,290.563515833436
01065,jun2015,2015,325.220154693393
01065,dec2016,2016,286.332243731553
01065,jun2016,2016,286.813385155127
01065,dec2017,2017,293.283973721995
01065,jun2017,2017,282.203541928236
01065,dec2018,2018,324.576175052907
01065,jun2018,2018,293.897984804365
01067,dec2014,2014,475.459760367443
01067,dec2015,2015,556.087379989331
01067,jun2015,2015,554.406835365741
01067,dec2016,2016,523.764414105354
01067,jun2016,2016,561.461149237714
01067,dec2017,2017,592.536099082202
01067,jun2017,2017,590.537027136278
01067,dec2018,2018,639.259379884346
01067,jun2018,2018,591.092605596384
01069,dec2014,2014,586.753529850407
01069,dec2015,2015,605.467977336344
01069,jun2015,2015,608.584906350033
01069,dec2016,2016,589.775349231956
01069,jun2016,2016,634.626171068387
01069,dec2017,2017,636.970165503765
01069,jun2017,2017,639.286048155579
01069,dec2018,2018,702.897833573657
01069,jun2018,2018,677.935732540429
01071,dec2014,2014,583.316813577847
01071,dec2015,2015,549.977048551551
01071,jun2015,2015,560.174686730169
01071,dec2016,2016,569.713731941256
01071,jun2016,2016,550.611364780993
01071,dec2017,2017,389.042147006198
01071,jun2017,2017,377.354405726551
01071,dec2018,2018,694.47048713654
01071,jun2018,2018,519.672165278547
01073,dec2014,2014,651.071138725009
01073,dec2015,2015,725.557250851773
01073,jun2015,2015,826.491611519072
01073,dec2016,2016,802.055583442087
01073,jun2016,2016,790.487196074364
01073,dec2017,2017,963.757442118907
01073,jun2017,2017,912.1732013555
01073,dec2018,2018,1018.30363731989
01073,jun2018,2018,1019.155147246
01075,dec2014,2014,394.9483468239
01075,dec2015,2015,386.954537238034
01075,jun2015,2015,397.396958671421
01075,dec2016,2016,384.720550769689
01075,jun2016,2016,387.219932976427
01075,dec2017,2017,380.888795453288
01075,jun2017,2017,382.938056114822
01075,dec2018,2018,374.090949937996
01075,jun2018,2018,376.847972538497
01077,dec2014,2014,470.632635024014
01077,dec2015,2015,488.311896478643
01077,jun2015,2015,530.082253373107
01077,dec2016,2016,531.995876055039
01077,jun2016,2016,509.041372148592
01077,dec2017,2017,607.35771322656
01077,jun2017,2017,592.36640145338
01077,dec2018,2018,649.720170328558
01077,jun2018,2018,658.076948102737
01079,dec2014,2014,290.353864125285
01079,dec2015,2015,288.674791883291
01079,jun2015,2015,294.35062802055
01079,dec2016,2016,335.811947534129
01079,jun2016,2016,289.717513081604
01079,dec2017,2017,336.030412853965
01079,jun2017,2017,335.616240087915
01079,dec2018,2018,310.032000486839
01079,jun2018,2018,339.893730756517
01081,dec2014,2014,632.058023275156
01081,dec2015,2015,692.55554355512
01081,jun2015,2015,691.845212536745
01081,dec2016,2016,673.906786191793
01081,jun2016,2016,664.872242585483
01081,dec2017,2017,768.715913868564
01081,jun2017,2017,691.294557650488
01081,dec2018,2018,827.390692826701
01081,jun2018,2018,767.162195610247
01083,dec2014,2014,623.657696360758
01083,dec2015,2015,734.272549000565
01083,jun2015,2015,691.554592529506
01083,dec2016,2016,686.823851124707
01083,jun2016,2016,664.657904920606
01083,dec2017,2017,819.89141265718
01083,jun2017,2017,779.15161501182
01083,dec2018,2018,866.91341804577
01083,jun2018,2018,858.499256778103
01085,dec2014,2014,257.475532013392
01085,dec2015,2015,302.645749576195
01085,jun2015,2015,299.550143703429
01085,dec2016,2016,310.626699869192
01085,jun2016,2016,310.465889846232
01085,dec2017,2017,298.936602460394
01085,jun2017,2017,312.983344485528
01085,dec2018,2018,368.607432282055
01085,jun2018,2018,298.22130983319
01087,dec2014,2014,270.478195918244
01087,dec2015,2015,285.124430823725
01087,jun2015,2015,281.66914390543
01087,dec2016,2016,321.128397339063
01087,jun2016,2016,307.950828825443
01087,dec2017,2017,384.36226340703
01087,jun2017,2017,344.518140680035
01087,dec2018,2018,432.673679002785
01087,jun2018,2018,433.461762451495
01089,dec2014,2014,810.320391712409
01089,dec2015,2015,860.984038932916
01089,jun2015,2015,902.186142522637
01089,dec2016,2016,835.006511227228
01089,jun2016,2016,850.141706354828
01089,dec2017,2017,865.372867119919
01089,jun2017,2017,838.543854858588
01089,dec2018,2018,864.43144042355
01089,jun2018,2018,844.48834440267
01091,dec2014,2014,465.933135574518
01091,dec2015,2015,313.541504604929
01091,jun2015,2015,322.966142396403
01091,dec2016,2016,305.966574306428
01091,jun2016,2016,306.695198687489
01091,dec2017,2017,372.287912081082
01091,jun2017,2017,303.97836085877
01091,dec2018,2018,368.715641748146
01091,jun2018,2018,369.772695894721
01093,dec2014,2014,456.984709734686
01093,dec2015,2015,366.120861348851
01093,jun2015,2015,364.627534241249
01093,dec2016,2016,383.458898997775
01093,jun2016,2016,365.835555086927
01093,dec2017,2017,349.362758083484
01093,jun2017,2017,438.475027346595
01093,dec2018,2018,408.669484435378
01093,jun2018,2018,306.560527670277
01095,dec2014,2014,573.159661651662
01095,dec2015,2015,599.735724641292
01095,jun2015,2015,574.617080630117
01095,dec2016,2016,766.247837042229
01095,jun2016,2016,724.864043431432
01095,dec2017,2017,784.849162854933
01095,jun2017,2017,765.219014686637
01095,dec2018,2018,808.833975913786
01095,jun2018,2018,780.712164121595
01097,dec2014,2014,692.620009323757
01097,dec2015,2015,730.134265033945
01097,jun2015,2015,721.427581639623
01097,dec2016,2016,778.674244267466
01097,jun2016,2016,774.672877590218
01097,dec2017,2017,789.449319838407
01097,jun2017,2017,787.518508942815
01097,dec2018,2018,854.523100569314
01097,jun2018,2018,820.053453686511
01099,dec2014,2014,365.212918678401
01099,dec2015,2015,573.03496839657
01099,jun2015,2015,452.247985361432
01099,dec2016,2016,570.691211092924
01099,jun2016,2016,569.18298614379
01099,dec2017,2017,527.858066865932
01099,jun2017,2017,561.158852817895
01099,dec2018,2018,654.855154156232
01099,jun2018,2018,567.606427644478
01101,dec2014,2014,589.31465615824
01101,dec2015,2015,586.638710268496
01101,jun2015,2015,651.78574328972
01101,dec2016,2016,638.409676184043
01101,jun2016,2016,625.150730675664
01101,dec2017,2017,671.995437029522
01101,jun2017,2017,673.788860819782
01101,dec2018,2018,774.970644233472
01101,jun2018,2018,690.644317955763
01103,dec2014,2014,600.096722620354
01103,dec2015,2015,796.101742908879
01103,jun2015,2015,760.047856430387
01103,dec2016,2016,798.567371070052
01103,jun2016,2016,759.010379138311
01103,dec2017,2017,865.469829364534
01103,jun2017,2017,880.181787907268
01103,dec2018,2018,922.177745773087
01103,jun2018,2018,878.414825810822
01105,dec2014,2014,300.614367539459
01105,dec2015,2015,286.678470415319
01105,jun2015,2015,287.868167809708
01105,dec2016,2016,287.094459451504
01105,jun2016,2016,152.783860314799
01105,dec2017,2017,248.836803308443
01105,jun2017,2017,282.80784483361
01105,dec2018,2018,397.752717830851
01105,jun2018,2018,359.98081790762
01107,dec2014,2014,349.060339151787
01107,dec2015,2015,347.970345188457
01107,jun2015,2015,350.530406591639
01107,dec2016,2016,350.084869782563
01107,jun2016,2016,349.957067980888
01107,dec2017,2017,441.513572583438
01107,jun2017,2017,441.068184233247
01107,dec2018,2018,420.649988217394
01107,jun2018,2018,439.497820437428
01109,dec2014,2014,469.286369232241
01109,dec2015,2015,559.029717200685
01109,jun2015,2015,476.224507196393
01109,dec2016,2016,548.084956248835
01109,jun2016,2016,358.432724902207
01109,dec2017,2017,485.926574590255
01109,jun2017,2017,474.565674281211
01109,dec2018,2018,694.335249120288
01109,jun2018,2018,738.175540610724
01111,dec2014,2014,451.466581629954
01111,dec2015,2015,600.540101837121
01111,jun2015,2015,590.6415793985
01111,dec2016,2016,596.866348696165
01111,jun2016,2016,602.348024906895
01111,dec2017,2017,661.043702123511
01111,jun2017,2017,594.77931339659
01111,dec2018,2018,735.894937180993
01111,jun2018,2018,659.731720125518
01113,dec2014,2014,459.705599905431
01113,dec2015,2015,514.972466554163
01113,jun2015,2015,532.259036916245
01113,dec2016,2016,482.432268350553
01113,jun2016,2016,462.39287303749
01113,dec2017,2017,580.084655533358
01113,jun2017,2017,538.250508226951
01113,dec2018,2018,577.456542359324
01113,jun2018,2018,534.793758095554
01115,dec2014,2014,562.603251124559
01115,dec2015,2015,639.352470989775
01115,jun2015,2015,609.791584308229
01115,dec2016,2016,715.542216124843
01115,jun2016,2016,725.629206656658
01115,dec2017,2017,724.734837629275
01115,jun2017,2017,713.385656084517
01115,dec2018,2018,777.818304163004
01115,jun2018,2018,787.677287396882
01117,dec2014,2014,992.607447958065
01117,dec2015,2015,1103.2049525949
01117,jun2015,2015,1266.97727721963
01117,dec2016,2016,1110.84755261944
01117,jun2016,2016,1080.53292115603
01117,dec2017,2017,1331.15446512869
01117,jun2017,2017,1325.83713102561
01117,dec2018,2018,1377.75677832954
01117,jun2018,2018,1350.78908791993
01119,dec2014,2014,283.279403476735
01119,dec2015,2015,271.446354829385
01119,jun2015,2015,269.709898468489
01119,dec2016,2016,242.290285613214
01119,jun2016,2016,366.082943898354
01119,dec2017,2017,321.134855237
01119,jun2017,2017,237.099842764214
01119,dec2018,2018,347.706389968783
01119,jun2018,2018,317.076014380623
01121,dec2014,2014,379.058881638019
01121,dec2015,2015,406.71810419593
01121,jun2015,2015,390.189027304519
01121,dec2016,2016,431.702436669931
01121,jun2016,2016,403.418157786662
01121,dec2017,2017,480.583608333178
01121,jun2017,2017,465.35085453898
01121,dec2018,2018,552.050817893418
01121,jun2018,2018,548.353772447822
01123,dec2014,2014,687.797704092743
01123,dec2015,2015,678.560398232634
01123,jun2015,2015,671.788669783844
01123,dec2016,2016,820.924217622291
01123,jun2016,2016,819.2305402495
01123,dec2017,2017,800.625035701641
01123,jun2017,2017,815.780158124939
01123,dec2018,2018,849.11881957972
01123,jun2018,2018,855.349421402251
01125,dec2014,2014,753.262585256851
01125,dec2015,2015,849.169513442845
01125,jun2015,2015,964.500460636573
01125,dec2016,2016,856.602940683455
01125,jun2016,2016,832.425543902258
01125,dec2017,2017,984.778774452419
01125,jun2017,2017,985.909523946823
01125,dec2018,2018,1045.79682944842
01125,jun2018,2018,972.281902291281
01127,dec2014,2014,372.303225227864
01127,dec2015,2015,460.128916714476
01127,jun2015,2015,435.472377090972
01127,dec2016,2016,477.712695097088
01127,jun2016,2016,453.848573527925
01127,dec2017,2017,508.471285129371
01127,jun2017,2017,625.932770712113
01127,dec2018,2018,613.517134427423
01127,jun2018,2018,599.720549003664
01129,dec2014,2014,376.869059981625
01129,dec2015,2015,422.328050269218
01129,jun2015,2015,365.738739214484
01129,dec2016,2016,500.591637848545
01129,jun2016,2016,507.979600182171
01129,dec2017,2017,493.297160333577
01129,jun2017,2017,609.501133578228
01129,dec2018,2018,571.532403380038
01129,jun2018,2018,571.199829928319
01131,dec2014,2014,379.253277275979
01131,dec2015,2015,334.520073790513
01131,jun2015,2015,377.217394076905
01131,dec2016,2016,367.49382249145
01131,jun2016,2016,368.317813031795
01131,dec2017,2017,321.671589322022
01131,jun2017,2017,434.461411727182
01131,dec2018,2018,320.306229287625
01131,jun2018,2018,427.797497973687
01133,dec2014,2014,225.257981016825
01133,dec2015,2015,316.291843395696
01133,jun2015,2015,300.36525186476
01133,dec2016,2016,395.030763636375
01133,jun2016,2016,328.871347284422
01133,dec2017,2017,376.2776049022
01133,jun2017,2017,529.939914823869
01133,dec2018,2018,435.141899573598
01133,jun2018,2018,345.074224160069
02013,dec2014,2014,2147.80689358739
02013,dec2015,2015,2228.8314749285
02013,jun2015,2015,2217.72303256911
02013,dec2016,2016,3051.59232141841
02013,jun2016,2016,2226.98511820045
02013,dec2017,2017,2578.71281775836
02013,jun2017,2017,3040.58278667594
02013,dec2018,2018,300.713185393224
02013,jun2018,2018,2737.09360647014
02016,dec2014,2014,935.693012844425
02016,dec2015,2015,937.757700949204
02016,jun2015,2015,929.280926949091
02016,dec2016,2016,558.957405950106
02016,jun2016,2016,932.46488180492
02016,dec2017,2017,1280.03765039154
02016,jun2017,2017,1480.11180666942
02016,dec2018,2018,1290.54896519987
02016,jun2018,2018,1446.72116471047
02020,dec2014,2014,1584.93852389054
02020,dec2015,2015,1383.55069672534
02020,jun2015,2015,1381.18713504675
02020,dec2016,2016,1391.10382165605
02020,jun2016,2016,1179.04897379219
02020,dec2017,2017,1551.24611380844
02020,jun2017,2017,1623.57439164944
02020,dec2018,2018,1192.86077803252
02020,jun2018,2018,1207.162130821
02050,dec2014,2014,821.647625481846
02050,dec2015,2015,777.421142756588
02050,jun2015,2015,838.990695965704
02050,dec2016,2016,1149.30656335651
02050,jun2016,2016,814.950760410854
02050,dec2017,2017,634.216981635848
02050,jun2017,2017,388.661464342582
02050,dec2018,2018,637.120174490136
02050,jun2018,2018,636.649236932723
02060,dec2014,2014,1248.06701891117
02060,dec2015,2015,1281.37694077422
02060,jun2015,2015,2097.80936208593
02060,dec2016,2016,1695.77492823603
02060,jun2016,2016,2076.8334378582
02060,dec2017,2017,2831.01784581123
02060,jun2017,2017,1712.59104252778
02060,dec2018,2018,2895.43169741357
02060,jun2018,2018,896.70607921428
02068,dec2014,2014,1218.94604472145
02068,dec2015,2015,1237.75473087692
02068,jun2015,2015,1239.83310087032
02068,dec2016,2016,2694.90841690177
02068,jun2016,2016,2022.59196652369
02068,dec2017,2017,2655.97953667532
02068,jun2017,2017,2696.09024448817
02068,dec2018,2018,2710.43190440057
02068,jun2018,2018,2657.50220758154
02070,dec2014,2014,385.972527127321
02070,dec2015,2015,392.212448530822
02070,jun2015,2015,619.2572045274
02070,dec2016,2016,517.010113219263
02070,jun2016,2016,391.860673130709
02070,dec2017,2017,517.900575256577
02070,jun2017,2017,519.721100313823
02070,dec2018,2018,521.339790500003
02070,jun2018,2018,521.391490500003
02090,dec2014,2014,1111.95625172604
02090,dec2015,2015,1102.08933278025
02090,jun2015,2015,1110.09053012838
02090,dec2016,2016,1372.36017588738
02090,jun2016,2016,1080.88847890688
02090,dec2017,2017,1282.45331657808
02090,jun2017,2017,1409.93010436512
02090,dec2018,2018,1240.77732659502
02090,jun2018,2018,1305.25555147689
02100,dec2014,2014,1257.54736091544
02100,dec2015,2015,1011.51526699242
02100,jun2015,2015,1011.61157839919
02100,dec2016,2016,645.261154378477
02100,jun2016,2016,1011.02691533092
02100,dec2017,2017,644.644268589029
02100,jun2017,2017,1263.63713738517
02100,dec2018,2018,1023.62837776778
02100,jun2018,2018,1023.19946868977
02105,dec2014,2014,53.6936947026203
02105,dec2015,2015,174.470787758846
02105,jun2015,2015,41.8344634838411
02105,dec2016,2016,222.635420950882
02105,jun2016,2016,173.532984103637
02105,dec2017,2017,716.179937521315
02105,jun2017,2017,223.392020513619
02105,dec2018,2018,529.164407335909
02105,jun2018,2018,598.422607368953
02110,dec2014,2014,2199.718598279
02110,dec2015,2015,1778.96041599686
02110,jun2015,2015,1759.40558657275
02110,dec2016,2016,2352.3210266675
02110,jun2016,2016,1873.61636197794
02110,dec2017,2017,2355.24610257693
02110,jun2017,2017,2329.1358586922
02110,dec2018,2018,1593.94026916053
02110,jun2018,2018,1880.47542016193
02122,dec2014,2014,1218.8663202272
02122,dec2015,2015,1066.92960865721
02122,jun2015,2015,1067.82310315186
02122,dec2016,2016,1100.94156732314
02122,jun2016,2016,925.462944122034
02122,dec2017,2017,1425.64403167104
02122,jun2017,2017,1432.63148144979
02122,dec2018,2018,885.991870605946
02122,jun2018,2018,996.789300556403
02130,dec2014,2014,1917.79633023344
02130,dec2015,2015,1732.25240362752
02130,jun2015,2015,2065.97980134853
02130,dec2016,2016,2482.66359195103
02130,jun2016,2016,2061.65886828581
02130,dec2017,2017,2250.1457507855
02130,jun2017,2017,2441.99049687018
02130,dec2018,2018,2442.11132688234
02130,jun2018,2018,2440.22672955248
02150,dec2014,2014,1840.20259888311
02150,dec2015,2015,1169.43959243593
02150,jun2015,2015,1053.57070704325
02150,dec2016,2016,1653.91873581316
02150,jun2016,2016,1044.2762599871
02150,dec2017,2017,1458.68809752863
02150,jun2017,2017,1380.46442712719
02150,dec2018,2018,2012.59411571488
02150,jun2018,2018,1883.54256275558
02164,dec2014,2014,841.019113405015
02164,dec2015,2015,857.930301587955
02164,jun2015,2015,861.009653622432
02164,dec2016,2016,1229.84703138121
02164,jun2016,2016,1681.17855676522
02164,dec2017,2017,2415.83595655727
02164,jun2017,2017,2413.45180479348
02164,dec2018,2018,2423.32300281981
02164,jun2018,2018,2464.20000076322
02170,dec2014,2014,2019.49943301634
02170,dec2015,2015,1645.5358483728
02170,jun2015,2015,1677.28385407044
02170,dec2016,2016,1696.00539874662
02170,jun2016,2016,1409.25881822136
02170,dec2017,2017,2204.05024308613
02170,jun2017,2017,2191.05269456246
02170,dec2018,2018,1802.00970113452
02170,jun2018,2018,1776.196745863
02180,dec2014,2014,586.518394114332
02180,dec2015,2015,596.439408345437
02180,jun2015,2015,601.405937138923
02180,dec2016,2016,433.407709968662
02180,jun2016,2016,322.416132248076
02180,dec2017,2017,437.491007705172
02180,jun2017,2017,435.063362568006
02180,dec2018,2018,415.773452920871
02180,jun2018,2018,417.943082519951
02185,dec2014,2014,720.557049408568
02185,dec2015,2015,888.77561735509
02185,jun2015,2015,722.120524018446
02185,dec2016,2016,1301.37866955514
02185,jun2016,2016,724.569626883151
02185,dec2017,2017,746.515604067212
02185,jun2017,2017,754.758760806569
02185,dec2018,2018,793.717415348681
02185,jun2018,2018,772.575301246215
02188,dec2014,2014,876.0476982939
02188,dec2015,2015,1299.87059191344
02188,jun2015,2015,885.470793867099
02188,dec2016,2016,1059.32427297336
