fips,date,year,pop_covered,tot_pop,prop_covered
01001,jun2010,2010,21347.7,41055,0.519978078187797
01003,jun2010,2010,60002.7,106553,0.563125392996912
01005,jun2010,2010,9402.7,27457,0.342451833776451
01009,jun2010,2010,26930.1,44477,0.605483733165456
01011,jun2010,2010,2560.8,8536,0.3
01013,jun2010,2010,10588.3,20947,0.505480498400726
01015,jun2010,2010,63163.2,108046,0.584595450086075
01017,jun2010,2010,13318.7,34215,0.389264942276779
01019,jun2010,2010,7242.3,18785,0.385536332179931
01021,jun2010,2010,17201.9,43643,0.394150264647252
01023,jun2010,2010,5042.3,13859,0.363828559059095
01025,jun2010,2010,7508.8,16300,0.460662576687117
01027,jun2010,2010,5244.4,13932,0.376428366350847
01029,jun2010,2010,6079.4,14972,0.40605129575207
01031,jun2010,2010,28704.8,49948,0.574693681428686
01033,jun2010,2010,13820.5,36633,0.37726912892747
01035,jun2010,2010,3302.8,13228,0.249682491684306
01037,jun2010,2010,2616.3,11539,0.226735419013779
01039,jun2010,2010,16356.3,37765,0.433107374553158
01041,jun2010,2010,4226.4,13906,0.303926362721128
01043,jun2010,2010,28328.3,72907,0.388553911147078
01045,jun2010,2010,19547.3,37897,0.515800723012376
01049,jun2010,2010,26765.1,71109,0.376395392988229
01051,jun2010,2010,35619.9,59435,0.599308488264491
01053,jun2010,2010,16266.5,38319,0.424502205172369
01055,jun2010,2010,34619.2,73864,0.46868840030326
01057,jun2010,2010,5172.3,17241,0.3
01059,jun2010,2010,9604.6,31704,0.302946000504668
01061,jun2010,2010,12072.8,26790,0.450645763344532
01063,jun2010,2010,1786.5,9045,0.197512437810945
01065,jun2010,2010,4069.4,15760,0.258210659898477
01067,jun2010,2010,8531.8,17302,0.493110623049359
01069,jun2010,2010,57912.2,94030,0.615890673189408
01071,jun2010,2010,17982.1,53227,0.337837939391662
01073,jun2010,2010,285132.6,511926,0.556980110406582
01075,jun2010,2010,6344.2,14564,0.435608349354573
01077,jun2010,2010,28215.3,62607,0.45067324740045
01079,jun2010,2010,9134.7,34339,0.266015317860159
01081,jun2010,2010,58275.1,94365,0.617549939066391
01083,jun2010,2010,30387.3,62431,0.486734154506575
01089,jun2010,2010,191591.1,297681,0.643612121700747
01095,jun2010,2010,35279.6,66334,0.531847921126421
01097,jun2010,2010,203492.7,355980,0.571640822518119
01101,jun2010,2010,87254.2,176954,0.493089729534229
01103,jun2010,2010,49274.3,91355,0.539371681900279
01107,jun2010,2010,7297,19746,0.369543198622506
01113,jun2010,2010,18462.6,44800,0.412111607142857
01115,jun2010,2010,9889.3,38181,0.259011026426757
01117,jun2010,2010,63218.8,94136,0.671568794085153
01121,jun2010,2010,26392.9,56391,0.468033906119771
01125,jun2010,2010,111132.6,182102,0.610276658136649
01127,jun2010,2010,26243.3,67023,0.391556629813646
02013,jun2010,2010,2198.7,3141,0.7
02016,jun2010,2010,3655.7,5561,0.657381765869448
02020,jun2010,2010,216245.6,291826,0.741008683256461
02050,jun2010,2010,2917.3,17013,0.171474754599424
02060,jun2010,2010,299.1,997,0.3
02068,jun2010,2010,1643.4,1826,0.9
02070,jun2010,2010,484.7,4847,0.1
02090,jun2010,2010,72663.9,97581,0.744652135149261
02100,jun2010,2010,1254,2508,0.5
02110,jun2010,2010,23973.9,31275,0.766551558752998
02122,jun2010,2010,35144.2,55400,0.634371841155235
02130,jun2010,2010,9319.3,13477,0.691496623877718
02150,jun2010,2010,9178.2,13592,0.675264861683343
02164,jun2010,2010,815.5,1631,0.5
02170,jun2010,2010,19128.6,25928,0.737758407898797
02180,jun2010,2010,3239.2,9492,0.34125579435314
02185,jun2010,2010,2842.3,9430,0.301410392364793
02188,jun2010,2010,4209.9,7523,0.559603881430281
02220,jun2010,2010,6216.7,8881,0.7
02240,jun2010,2010,665.7,2219,0.3
02261,jun2010,2010,5405.2,9636,0.560938148609382
02270,jun2010,2010,745.9,7459,0.1
02282,jun2010,2010,66.2,662,0.1
02290,jun2010,2010,1464.8,5588,0.262133142448103
04001,jun2010,2010,8470.9,36811,0.230118714514683
04003,jun2010,2010,36051.1,58527,0.615973824047021
04005,jun2010,2010,50517,74728,0.67601166898619
04007,jun2010,2010,20234.2,44876,0.450891345039665
04009,jun2010,2010,1434,4780,0.3
04012,jun2010,2010,2351.6,9892,0.23772745653053
04013,jun2010,2010,991222.6,1842699,0.537918889628745
04015,jun2010,2010,50634,80636,0.627932933181209
04017,jun2010,2010,13398.2,36088,0.371264686322323
04019,jun2010,2010,367410.9,648895,0.5662100956241
04021,jun2010,2010,16117.5,53217,0.302863746547156
04025,jun2010,2010,49512.8,70904,0.698307570799955
04027,jun2010,2010,27091.6,63416,0.427204490980194
05003,jun2010,2010,9107.3,21853,0.416752848579142
05005,jun2010,2010,25193.3,41513,0.60687736371739
05007,jun2010,2010,22972,53538,0.429078411595502
05011,jun2010,2010,3952.2,11508,0.343430656934307
05015,jun2010,2010,11377.2,27446,0.414530350506449
05019,jun2010,2010,5856.6,13902,0.421277514026759
05021,jun2010,2010,6717.7,16083,0.417689485792452
05025,jun2010,2010,2606.7,8689,0.3
05027,jun2010,2010,10534,24552,0.429048550016292
05029,jun2010,2010,5226.9,21273,0.245705824284304
05031,jun2010,2010,18510.1,51319,0.36068707496249
05033,jun2010,2010,12420.2,31666,0.392225099475778
05035,jun2010,2010,12514.6,31114,0.402217651218101
05037,jun2010,2010,5157.8,17870,0.288628987129267
05039,jun2010,2010,3367.8,8116,0.41495810744209
05041,jun2010,2010,4930.8,13008,0.379059040590406
05045,jun2010,2010,42733.6,77508,0.551344377354596
05047,jun2010,2010,8296.1,18125,0.457715862068966
05051,jun2010,2010,43835.7,87705,0.499808448777151
05059,jun2010,2010,10953.3,32923,0.332694468912311
05061,jun2010,2010,4136.7,13789,0.3
05065,jun2010,2010,6167.4,13696,0.450306658878505
05069,jun2010,2010,29010.9,72135,0.402175088375962
05071,jun2010,2010,10945.8,25540,0.428574784651527
05079,jun2010,2010,2852.7,8983,0.317566514527441
05081,jun2010,2010,3951.3,13171,0.3
05083,jun2010,2010,8317.1,22353,0.372079810316289
05085,jun2010,2010,34242,59252,0.577904543306555
05087,jun2010,2010,5444.9,15717,0.346433797798562
05089,jun2010,2010,5779.1,9487,0.609159903025192
05091,jun2010,2010,9954.2,31140,0.31965960179833
05093,jun2010,2010,19963.5,43723,0.456590352903506
05095,jun2010,2010,2872.7,8149,0.352521781813719
05097,jun2010,2010,4165.7,9487,0.439095604511437
05103,jun2010,2010,10261,26120,0.392840735068913
05105,jun2010,2010,3804.1,10445,0.364202967927238
05109,jun2010,2010,6492.9,11291,0.575050925515898
05113,jun2010,2010,7150.4,20662,0.346065240538186
05115,jun2010,2010,34106.2,61754,0.552291349548207
05119,jun2010,2010,121522,238104,0.510373618250848
05121,jun2010,2010,4406.8,10536,0.418261199696279
05123,jun2010,2010,6677.6,28258,0.236308302073749
05125,jun2010,2010,53447.1,91937,0.581344833962387
05127,jun2010,2010,3685.9,11233,0.328131398557821
05129,jun2010,2010,2720.9,8195,0.332019524100061
05131,jun2010,2010,60322.2,117028,0.515451003178726
05137,jun2010,2010,1200.9,4003,0.3
05139,jun2010,2010,19471.7,41639,0.467631307187973
05143,jun2010,2010,113581.1,195533,0.58087944234477
05149,jun2010,2010,2226.9,7423,0.3
06001,jun2010,2010,832287.5,1193529,0.697333286413652
06003,jun2010,2010,1057.5,1175,0.9
06005,jun2010,2010,13601,23298,0.583784015795347
06007,jun2010,2010,90880.4,156484,0.580764806625598
06009,jun2010,2010,17302.7,30465,0.567953389135073
06011,jun2010,2010,12770.3,21419,0.596213642093468
06013,jun2010,2010,438445,645414,0.6793236589228
06015,jun2010,2010,10303.4,19762,0.521374354822386
06017,jun2010,2010,76252.8,122804,0.620930914302466
06019,jun2010,2010,296040.3,596211,0.496536125633375
06021,jun2010,2010,11289.4,28122,0.401443709551241
06023,jun2010,2010,66273.5,106535,0.622081944900737
06025,jun2010,2010,85189.1,148359,0.574209181782029
06027,jun2010,2010,8066.8,15168,0.531830168776371
06029,jun2010,2010,384815,694223,0.554310358487114
06031,jun2010,2010,69918.9,141173,0.495271050413323
06033,jun2010,2010,24801.6,43240,0.573580018501388
06035,jun2010,2010,16871.6,25194,0.66966738112249
06037,jun2010,2010,4931064.2,7505200,0.657019693012844
06039,jun2010,2010,54329.4,110174,0.493123604480186
06041,jun2010,2010,162767.5,206605,0.787819752668135
06043,jun2010,2010,2267,5154,0.439852541715173
06045,jun2010,2010,35626.6,76610,0.46503850672236
06047,jun2010,2010,102107.7,214241,0.476602050961301
06049,jun2010,2010,3967.4,9686,0.409601486681809
06051,jun2010,2010,2471.1,8237,0.3
06053,jun2010,2010,169257.1,278722,0.607261357194624
06055,jun2010,2010,30102.6,52144,0.577297483890764
06057,jun2010,2010,52484.4,82378,0.637116705916628
06059,jun2010,2010,2147471.2,2973106,0.722298902225484
06061,jun2010,2010,60155.2,112258,0.535865595325055
06063,jun2010,2010,9449.8,16050,0.588772585669782
06065,jun2010,2010,579429.3,1131039,0.512298249662478
06067,jun2010,2010,679163.8,1095078,0.620196734844459
06069,jun2010,2010,19746.3,29567,0.667849291439781
06071,jun2010,2010,445340.7,842727,0.528451918592854
06073,jun2010,2010,1974011,2772603,0.711970303718202
06075,jun2010,2010,422626,609812,0.693043101808426
06077,jun2010,2010,290981.4,492382,0.590966769703198
06079,jun2010,2010,120702.8,169728,0.711154317496229
06081,jun2010,2010,491750.1,674375,0.729193846153846
06083,jun2010,2010,161746.9,322425,0.501657439714662
06085,jun2010,2010,1115680.4,1505181,0.741226736186545
06087,jun2010,2010,153951,262382,0.586743755288091
06089,jun2010,2010,46045.3,87283,0.527540299943861
06091,jun2010,2010,2268,3240,0.7
06093,jun2010,2010,19589.4,44900,0.436289532293987
06095,jun2010,2010,192088.8,289552,0.663400011051556
06097,jun2010,2010,273358.4,386804,0.706710375280504
06099,jun2010,2010,260224,448184,0.580618674472984
06101,jun2010,2010,39358,71836,0.547886853388273
06103,jun2010,2010,29691.9,63463,0.467861588642201
06105,jun2010,2010,1287.3,6361,0.202373840591102
06107,jun2010,2010,178588.1,418033,0.427210531226004
06109,jun2010,2010,24510.5,51775,0.473404152583293
06111,jun2010,2010,420055.2,583102,0.720380310820405
06113,jun2010,2010,99506.6,165242,0.602187095290543
06115,jun2010,2010,30575.1,60091,0.508813299828593
08001,jun2010,2010,175519.5,306719,0.572248540194771
08005,jun2010,2010,137681.3,196037,0.70232303085642
08007,jun2010,2010,8023.2,12084,0.66395233366435
08013,jun2010,2010,159427.2,221776,0.718865882692446
08015,jun2010,2010,5156.7,9755,0.528621219887237
08019,jun2010,2010,6179.8,9088,0.679995598591549
08021,jun2010,2010,1166.1,3887,0.3
08029,jun2010,2010,17987.8,30952,0.581151460325666
08031,jun2010,2010,286513.5,503159,0.569429345395789
08033,jun2010,2010,1032,2064,0.5
08035,jun2010,2010,67606.6,97302,0.694812028529732
08037,jun2010,2010,7129.5,9407,0.757893058360795
08041,jun2010,2010,293124.4,423790,0.691673706316808
08043,jun2010,2010,20890.8,38878,0.537342455887648
08045,jun2010,2010,9174.9,13517,0.678767477990679
08047,jun2010,2010,2720.5,5441,0.5
08049,jun2010,2010,873.3,2911,0.3
08051,jun2010,2010,10221.2,15324,0.667006003654398
08053,jun2010,2010,758.7,843,0.9
08057,jun2010,2010,975.8,1394,0.7
08059,jun2010,2010,361761.1,470005,0.76969627982681
08065,jun2010,2010,3598,5140,0.7
08067,jun2010,2010,23513.3,37057,0.634517095285641
08069,jun2010,2010,120147,180396,0.666018093527573
08071,jun2010,2010,5604.5,12741,0.439879130366533
08077,jun2010,2010,91885.9,135115,0.680056988491285
08079,jun2010,2010,640.8,712,0.9
08081,jun2010,2010,7903.3,12187,0.648502502666776
08083,jun2010,2010,12904.3,23947,0.538869169415793
08085,jun2010,2010,9445.2,15064,0.62700477960701
08087,jun2010,2010,15918.5,28159,0.565307716893356
