fips,date,year,pop_covered,tot_pop,prop_covered
08091,jun2010,2010,2218,4436,0.5
08093,jun2010,2010,10876.6,16206,0.671146488954708
08097,jun2010,2010,6912.9,7681,0.9
08099,jun2010,2010,4386.7,10331,0.424615235698384
08101,jun2010,2010,63161.9,124068,0.50909098236451
08103,jun2010,2010,3333,6666,0.5
08105,jun2010,2010,2947.9,7253,0.406438715014477
08107,jun2010,2010,11309.3,23509,0.48106257178102
08109,jun2010,2010,1868,6108,0.305828421741978
08111,jun2010,2010,489.3,699,0.7
08113,jun2010,2010,1344.6,1494,0.9
08117,jun2010,2010,16530.3,18367,0.9
08119,jun2010,2010,18939,23350,0.811092077087795
08123,jun2010,2010,37242.8,86305,0.431525404090145
09001,jun2010,2010,709267.7,893693,0.793636852923767
09003,jun2010,2010,573232.3,812420,0.705586150020925
09005,jun2010,2010,141628.7,179241,0.790157943774025
09007,jun2010,2010,107810.2,133876,0.805298933341301
09009,jun2010,2010,577440.6,814670,0.708803073637178
09011,jun2010,2010,163959,222384,0.737278761061947
09013,jun2010,2010,97294.7,133922,0.726502740401129
09015,jun2010,2010,78225.6,118428,0.660532982065052
10001,jun2010,2010,97976.3,141339,0.69320074430978
10003,jun2010,2010,285976,422648,0.676629251765063
10005,jun2010,2010,64692.3,111625,0.579550279955207
11001,jun2010,2010,338478.9,541216,0.6254044595873
12001,jun2010,2010,116721.6,162580,0.717933325132243
12003,jun2010,2010,15970.5,27115,0.5889913332104
12005,jun2010,2010,64508.8,89764,0.718648901564102
12007,jun2010,2010,12483.4,28520,0.437706872370266
12009,jun2010,2010,243055.4,319496,0.760746300423167
12011,jun2010,2010,662080.8,1053114,0.628688631999954
12015,jun2010,2010,46300.7,71551,0.647100669452558
12019,jun2010,2010,50228.9,79477,0.631992903607333
12021,jun2010,2010,109148.5,166585,0.655212053906414
12031,jun2010,2010,361249.6,583116,0.619515842473882
12033,jun2010,2010,120395.2,190336,0.632540349697377
12037,jun2010,2010,4320.7,7055,0.612430900070872
12039,jun2010,2010,22746.7,46389,0.490346849468624
12041,jun2010,2010,1607.4,5358,0.3
12043,jun2010,2010,3412,12884,0.264824588637069
12045,jun2010,2010,9274.5,15863,0.584662421988275
12049,jun2010,2010,4406.7,14689,0.3
12051,jun2010,2010,8076.8,22120,0.365135623869801
12053,jun2010,2010,23375.3,40861,0.572068720785101
12055,jun2010,2010,19629.4,54030,0.363305570979086
12057,jun2010,2010,487217,774718,0.628895933746215
12059,jun2010,2010,7428.3,19927,0.372775631053345
12061,jun2010,2010,67790.4,89562,0.756910296777651
12067,jun2010,2010,3169.4,8870,0.357316798196167
12069,jun2010,2010,46346.5,82217,0.563709451816534
12071,jun2010,2010,225708.3,343271,0.657522190922041
12073,jun2010,2010,73454.5,121567,0.604230588893367
12075,jun2010,2010,10506.9,22623,0.464434425142554
12077,jun2010,2010,2509.5,8365,0.3
12081,jun2010,2010,122592.8,187438,0.654044537393698
12083,jun2010,2010,112741.4,193368,0.583040627197882
12085,jun2010,2010,55207,70648,0.781437549541388
12086,jun2010,2010,626110.8,1096057,0.571239269490547
12087,jun2010,2010,49231.5,61429,0.801437431831871
12089,jun2010,2010,25766.6,42848,0.601348954443615
12091,jun2010,2010,95973.1,127915,0.750288081929406
12095,jun2010,2010,572257.1,809835,0.706634190915433
12097,jun2010,2010,114634.6,163582,0.700777591666565
12099,jun2010,2010,517885.4,837378,0.618460719054
12101,jun2010,2010,59016.4,96896,0.609069517833554
12103,jun2010,2010,493834.3,667723,0.739579586145752
12105,jun2010,2010,200492.6,323412,0.619929378007
12107,jun2010,2010,28552.6,57660,0.495189039195283
12109,jun2010,2010,17472.5,28397,0.615293869070677
12113,jun2010,2010,41246,67178,0.613980767513174
12115,jun2010,2010,206939.1,318483,0.649764979606447
12117,jun2010,2010,235717.1,315177,0.747888012132865
12121,jun2010,2010,20960.2,33564,0.62448456679776
12123,jun2010,2010,10241,22570,0.453743907842268
12125,jun2010,2010,8101.7,15535,0.521512713228194
12127,jun2010,2010,130181.4,210334,0.618927039850904
12129,jun2010,2010,17653.2,30776,0.573602807382376
12131,jun2010,2010,3851,8880,0.433671171171171
12133,jun2010,2010,362.4,3624,0.1
13001,jun2010,2010,7278.8,18236,0.399144549243255
13003,jun2010,2010,2512.5,8375,0.3
13005,jun2010,2010,917.1,3057,0.3
13007,jun2010,2010,345.1,3451,0.1
13009,jun2010,2010,16331,45720,0.357195975503062
13015,jun2010,2010,34754.4,61510,0.565020321898878
13017,jun2010,2010,10636.8,17634,0.603198366791426
13019,jun2010,2010,11055.6,19286,0.573244840817173
13021,jun2010,2010,32088.5,87561,0.366470232180994
13033,jun2010,2010,7537.7,21559,0.34963124449186
13035,jun2010,2010,8092.5,16185,0.5
13037,jun2010,2010,2008.2,6694,0.3
13039,jun2010,2010,18352.6,23284,0.7882064937296
13043,jun2010,2010,7272.6,10998,0.66126568466994
13047,jun2010,2010,21445.6,38784,0.552949669966997
13051,jun2010,2010,102330.8,179797,0.569146315010818
13053,jun2010,2010,296.1,2961,0.1
13057,jun2010,2010,117063.5,169157,0.69204053039484
13059,jun2010,2010,74544.1,108399,0.687682543196893
13063,jun2010,2010,97201.9,154013,0.631127891801341
13065,jun2010,2010,3087.2,6798,0.454133568696676
13067,jun2010,2010,185663.6,353536,0.525161793989862
13071,jun2010,2010,17808.4,36514,0.48771430136386
13073,jun2010,2010,26725.2,45288,0.590116587175411
13077,jun2010,2010,12113.2,30230,0.400701290109163
13079,jun2010,2010,1825.5,3651,0.5
13083,jun2010,2010,4011,8022,0.5
13085,jun2010,2010,6988.5,7765,0.9
13087,jun2010,2010,9935.4,27842,0.356849364269808
13089,jun2010,2010,268712.2,429620,0.625464829384107
13091,jun2010,2010,11047.8,21796,0.506872820701046
13093,jun2010,2010,5867.6,14918,0.393323501809894
13095,jun2010,2010,36087.3,72175,0.499997228957395
13097,jun2010,2010,39678.1,54463,0.728533132585425
13103,jun2010,2010,7913.1,12923,0.612326859088447
13109,jun2010,2010,6471.2,11000,0.588290909090909
13111,jun2010,2010,17124.8,23682,0.72311460180728
13113,jun2010,2010,73589.2,93324,0.788534567742488
13115,jun2010,2010,48456.4,81494,0.594600829508921
13121,jun2010,2010,268148.8,509978,0.525804642553208
13123,jun2010,2010,16245.2,28292,0.574197653046798
13127,jun2010,2010,34854.9,53497,0.651529992336019
13129,jun2010,2010,32001.6,55186,0.579886203022506
13131,jun2010,2010,14775.7,25011,0.590768062052697
13133,jun2010,2010,3696.9,7097,0.520910243764971
13135,jun2010,2010,119053.5,265231,0.448867213862633
13139,jun2010,2010,31601.8,56392,0.560395091502341
13147,jun2010,2010,11120.5,25213,0.441062150477928
13149,jun2010,2010,3550.2,11834,0.3
13151,jun2010,2010,68785.8,84298,0.815983771856984
13153,jun2010,2010,40897.5,80049,0.510905820185137
13155,jun2010,2010,953.8,9538,0.1
13157,jun2010,2010,4656.4,29046,0.160311230462026
13161,jun2010,2010,5439.4,15068,0.360990177860366
13163,jun2010,2010,5079,16930,0.3
13165,jun2010,2010,2075.4,8340,0.248848920863309
13169,jun2010,2010,3031.9,19679,0.154067787997358
13171,jun2010,2010,9158.5,18317,0.5
13173,jun2010,2010,1007.8,10078,0.1
13175,jun2010,2010,14448.8,36210,0.39902789284728
13177,jun2010,2010,8203.6,14992,0.547198505869797
13179,jun2010,2010,13274.9,23279,0.570252158597878
13181,jun2010,2010,3256.6,7996,0.40727863931966
13185,jun2010,2010,60536.6,104320,0.580297162576687
13187,jun2010,2010,1649.5,16495,0.1
13189,jun2010,2010,6562.5,21875,0.3
13195,jun2010,2010,5665.8,28120,0.201486486486486
13199,jun2010,2010,936.9,9369,0.1
13201,jun2010,2010,996.7,6125,0.162726530612245
13207,jun2010,2010,1718.7,5729,0.3
13209,jun2010,2010,1703.5,9123,0.18672585772224
13213,jun2010,2010,3885.5,28681,0.135472961193822
13215,jun2010,2010,84354.7,149921,0.562661001460769
13217,jun2010,2010,26647,44798,0.594825661859905
13219,jun2010,2010,25515.6,32808,0.777724945135333
13221,jun2010,2010,359,3590,0.1
13223,jun2010,2010,21755.7,24173,0.9
13225,jun2010,2010,5757.3,16131,0.356909057095034
13227,jun2010,2010,14437.3,29431,0.490547382012164
13229,jun2010,2010,9041.4,18758,0.482002345665849
13235,jun2010,2010,5100.4,12010,0.424679433805162
13237,jun2010,2010,2427,4854,0.5
13241,jun2010,2010,520.7,5207,0.1
13245,jun2010,2010,80979.1,122325,0.66199959125281
13247,jun2010,2010,54074.1,85215,0.634560816757613
13249,jun2010,2010,501,5010,0.1
13251,jun2010,2010,4377.9,14593,0.3
13255,jun2010,2010,36650.9,64073,0.572017854634557
13257,jun2010,2010,1957.4,19574,0.1
13259,jun2010,2010,197.6,1976,0.1
13261,jun2010,2010,14784.3,32819,0.450479904933118
13263,jun2010,2010,1861.1,6865,0.271099781500364
13269,jun2010,2010,3886.2,8906,0.436357511789805
13271,jun2010,2010,1306.3,13063,0.1
13275,jun2010,2010,22454.2,44720,0.502106440071556
13279,jun2010,2010,11635.9,27223,0.427429012232304
13281,jun2010,2010,1047.1,10471,0.1
13283,jun2010,2010,1802.9,6885,0.261859114015977
13285,jun2010,2010,33323.4,61742,0.539720125684299
13287,jun2010,2010,893,8930,0.1
13289,jun2010,2010,902.3,9023,0.1
13295,jun2010,2010,28302.6,68756,0.411638257024841
13297,jun2010,2010,8404.5,40181,0.209166023742565
13299,jun2010,2010,17402.4,36312,0.479246530072703
13301,jun2010,2010,853.8,2846,0.3
13303,jun2010,2010,7937.5,21187,0.374640109501109
13305,jun2010,2010,11908.7,30099,0.395651018306256
13307,jun2010,2010,279.9,2799,0.1
13311,jun2010,2010,1017.7,10177,0.1
13313,jun2010,2010,37224.9,102599,0.362819325724422
13319,jun2010,2010,956.3,9563,0.1
13321,jun2010,2010,7912.5,21679,0.364984547257715
15001,jun2010,2010,55629.3,85447,0.651038655540862
15003,jun2010,2010,526854.4,731072,0.720660071784996
15005,jun2010,2010,9,90,0.1
15007,jun2010,2010,31987.1,40803,0.783939906379433
15009,jun2010,2010,52452.5,75271,0.69684871995855
16001,jun2010,2010,189273.1,290445,0.651665891993321
16003,jun2010,2010,2687.6,3976,0.675955734406439
16005,jun2010,2010,46559.6,80444,0.578782755705833
16007,jun2010,2010,3324,5986,0.555295689943201
16009,jun2010,2010,1424.7,4749,0.3
16011,jun2010,2010,24018.7,42777,0.561486312738154
16013,jun2010,2010,15698.4,21376,0.73439371257485
16015,jun2010,2010,3514,7028,0.5
16017,jun2010,2010,14155.9,40877,0.346304767962424
16019,jun2010,2010,66096.8,104234,0.634119385229388
16021,jun2010,2010,1097.2,10972,0.1
16023,jun2010,2010,867.3,2891,0.3
16025,jun2010,2010,111.7,1117,0.1
16027,jun2010,2010,42321.2,89220,0.474346559067474
16029,jun2010,2010,2088.9,6963,0.3
16031,jun2010,2010,12224.6,22952,0.532615894039735
16033,jun2010,2010,294.6,982,0.3
16035,jun2010,2010,1520,3040,0.5
16041,jun2010,2010,3835.8,12786,0.3
16043,jun2010,2010,4867.8,13242,0.367603081105573
16045,jun2010,2010,6380.9,16719,0.381655601411568
16047,jun2010,2010,7732,15464,0.5
16049,jun2010,2010,4997.9,11937,0.41868978805395
16051,jun2010,2010,13679.4,26140,0.523312930374904
16053,jun2010,2010,12721,22374,0.56856172342898
16055,jun2010,2010,58023.3,91125,0.636744032921811
16057,jun2010,2010,19737.2,37244,0.529943078079691
16061,jun2010,2010,3.6,36,0.1
16063,jun2010,2010,1562.4,5208,0.3
16065,jun2010,2010,19136,37536,0.509803921568627
16071,jun2010,2010,2143,4286,0.5
16073,jun2010,2010,4197.8,11526,0.36420267221933
16079,jun2010,2010,3829.5,12765,0.3
16081,jun2010,2010,5085,10170,0.5
16085,jun2010,2010,6245.6,9862,0.633299533563172
16087,jun2010,2010,5099,10198,0.5
17001,jun2010,2010,38624.1,67103,0.575594235727166
17003,jun2010,2010,823.8,8238,0.1
17005,jun2010,2010,8113.6,17768,0.456641152633949
17007,jun2010,2010,18976.4,38324,0.495157081724246
17009,jun2010,2010,2947.3,6937,0.424866657056364
17011,jun2010,2010,15824.4,34978,0.452410086339985
17013,jun2010,2010,2489.9,5089,0.489270976616231
17015,jun2010,2010,8855.9,15387,0.575544290634952
17017,jun2010,2010,8092.2,13642,0.593182817768656
17019,jun2010,2010,96111.9,147429,0.651919907209572
17021,jun2010,2010,29859.8,34800,0.858040229885058
17023,jun2010,2010,5974.7,16335,0.365760636669728
17025,jun2010,2010,7387.5,13815,0.534744842562432
17027,jun2010,2010,13374.6,21600,0.619194444444444
17029,jun2010,2010,48485.7,53873,0.9
17031,jun2010,2010,2428141.1,3907231,0.621448053621606
17035,jun2010,2010,3952.4,11048,0.357748008689356
17037,jun2010,2010,44380.7,86337,0.514040330333461
17039,jun2010,2010,4397.7,16561,0.265545558843065
17041,jun2010,2010,12032,19980,0.602202202202202
17043,jun2010,2010,323005.5,426599,0.757164222138355
17045,jun2010,2010,3606,18576,0.194121447028424
17047,jun2010,2010,1534.5,6721,0.228314238952537
17049,jun2010,2010,24971.4,34242,0.729262309444542
17051,jun2010,2010,9238.8,22140,0.417289972899729
17053,jun2010,2010,7411.9,14081,0.526375967615936
17055,jun2010,2010,13996.5,39561,0.353795404565102
17057,jun2010,2010,16542.7,37069,0.446267770913702
17059,jun2010,2010,3040.5,5589,0.544015029522276
17061,jun2010,2010,2262.4,13886,0.16292668875126
17063,jun2010,2010,18754.7,36527,0.513447586716675
17065,jun2010,2010,3133.7,5673,0.552388506962806
17067,jun2010,2010,12593.4,19104,0.659202261306533
17069,jun2010,2010,233,2330,0.1
17071,jun2010,2010,3168.9,7331,0.432260264629655
17073,jun2010,2010,28571,50486,0.565919264746663
17075,jun2010,2010,11010,29718,0.370482535836867
17077,jun2010,2010,22436.5,53197,0.42176250540444
17079,jun2010,2010,2330.2,9698,0.240276345638276
17081,jun2010,2010,16880.7,38827,0.434767043552167
17083,jun2010,2010,6390.4,14450,0.442242214532872
17085,jun2010,2010,8554.2,17726,0.482579262100869
17087,jun2010,2010,1104.4,11044,0.1
17089,jun2010,2010,195416.4,308972,0.632472845435833
17091,jun2010,2010,37140.1,78381,0.473840599124788
17093,jun2010,2010,53228.8,71258,0.746987004967863
17095,jun2010,2010,26345.7,52919,0.49784954364217
17097,jun2010,2010,464847.3,647113,0.718340228059087
17099,jun2010,2010,48407.9,104369,0.463814925887955
17103,jun2010,2010,15582.1,36031,0.432463711803725
17105,jun2010,2010,15160.4,38950,0.389227214377407
17107,jun2010,2010,12767.1,30305,0.421286916350437
17109,jun2010,2010,14610.6,32612,0.448013001349197
17111,jun2010,2010,162280.9,231911,0.699755078456822
17113,jun2010,2010,62266.4,125190,0.497375189711638
17115,jun2010,2010,65468.7,108237,0.604864325507913
17117,jun2010,2010,21747.3,47765,0.45529781220559
17119,jun2010,2010,145210.7,224041,0.648143420177557
17121,jun2010,2010,17732.9,39437,0.449651342647767
17123,jun2010,2010,5468.8,12640,0.432658227848101
17125,jun2010,2010,8090.4,14666,0.55164325651166
17127,jun2010,2010,2392.7,15429,0.155078099682416
17129,jun2010,2010,6668.5,12705,0.52487209759937
17131,jun2010,2010,9132.8,16434,0.555725934039187
17135,jun2010,2010,25931.8,30104,0.861407121977146
17137,jun2010,2010,10514.9,35547,0.295802740034321
17139,jun2010,2010,9250.8,14846,0.623117338003503
17141,jun2010,2010,30552.5,53497,0.571106791035011
17143,jun2010,2010,104091.8,176144,0.590947179580344
17145,jun2010,2010,6201.4,22350,0.277467561521253
17147,jun2010,2010,8750.7,16729,0.523085659632973
17149,jun2010,2010,4296,16430,0.261472915398661
17151,jun2010,2010,447,4470,0.1
17153,jun2010,2010,1242.7,6161,0.201704268787535
17155,jun2010,2010,3003,6006,0.5
